"uri","type","dc.id","collection","notation","prefLabel","altLabel","broader","broaderTransitive","broadMatch","changeNote","closeMatch","definition","editorialNote","exactMatch","example","hiddenLabel","historyNote","inScheme","mappingRelation","note","related","relatedMatch","scopeNote","semanticRelation","topConceptOf","type_status","layer","typevoorschrift","typevoorschriften.uitdovend"
"ct:087","skos:Concept",,"colt:voorschrift_subcategorie","087","OMGEZET NAAR GROEP 09/13/14/15    DEELGROEP NIET MEER VAN TOEPASSING (overige gebieden)",,"ct:08",,,,,,,,,,,,,,,,,,,,,,
"ct:08712_00","skos:Concept",,,"08712_00","CODE NIET MEER VAN TOEPASSING (vista)",,"ct:087",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","ov","ONWAAR","WAAR"
"ct:088","skos:Concept",,"colt:voorschrift_subcategorie","088","DEELGROEP NIET MEER VAN TOEPASSING (overige lijninfrastructuur (= gemengd, m.a.w niet behorend tot de groepen 09, 10, 11 of 12))",,"ct:08",,,,,,,,,,,,,,,,,,,,,,
"ct:08801_00","skos:Concept",,,"08801_00","CODE NIET MEER VAN TOEPASSING (gebied voor aanpassing van kruisende infrastructuur (in overdruk) (rup: 2_1))",,"ct:088",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:08801_01","skos:Concept",,,"08801_01","CODE NIET MEER VAN TOEPASSING (gebied voor aanpassing van kruisende infrastructuur (in overdruk) (rup: 2_1))",,"ct:088",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:08805_00","skos:Concept",,,"08805_00","CODE NIET MEER VAN TOEPASSING (gemengd reservatiegebied (in overdruk))",,"ct:088",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","WAAR"
"ct:09","skos:Concept",,"colt:voorschrift_categorie","09","lijninfrastructuren - autowegen",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:091","skos:Concept",,"colt:voorschrift_subcategorie","091","reservatiegebieden voor wegen + aan te leggen wegen",,"ct:09",,,,,,,,,,,,,,,,,,,,,,
"ct:09101_00","skos:Concept",,,"09101_00","reservatiegebied voor hoofdweg",,"ct:091",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:09101_01","skos:Concept",,,"09101_01","reservatiegebied voor hoofdweg",,"ct:091",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:09102_00","skos:Concept",,,"09102_00","gebied voor aanleg, beheer en exploitatie van wegeninfrastructuur",,"ct:091",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:09109_00","skos:Concept",,,"09109_00","reservatiegebied voor aan te leggen weg (categorie niet bepaald)",,"ct:091",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln|ov","ONWAAR","WAAR"
"ct:09110_00","skos:Concept",,,"09110_00","aslijn wegenis",,"ct:091",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln","ONWAAR","ONWAAR"
"ct:092","skos:Concept",,"colt:voorschrift_subcategorie","092","te schrappen (reservatie)gebieden",,"ct:09",,,,,,,,,,,,,,,,,,,,,,
"ct:09201_00","skos:Concept",,,"09201_00","op te heffen reservatiestrook",,"ct:092",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","over","WAAR","ONWAAR"
"ct:09201_01","skos:Concept",,,"09201_01","op te heffen reservatiestrook",,"ct:092",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","over","WAAR","ONWAAR"
"ct:09205_00","skos:Concept",,,"09205_00","op te heffen wegenis",,"ct:092",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","ONWAAR","ONWAAR"
"ct:09205_01","skos:Concept",,,"09205_01","op te heffen wegenis",,"ct:092",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","ONWAAR","ONWAAR"
"ct:093","skos:Concept",,"colt:voorschrift_subcategorie","093","gebieden voor wegen",,"ct:09",,,,,,,,,,,,,,,,,,,,,,
"ct:09301_00","skos:Concept",,,"09301_00","UITDOVEND hoofdweg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09301_02","skos:Concept",,,"09301_02","UITDOVEND hoofdweg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09301_03","skos:Concept",,,"09301_03","UITDOVEND hoofdweg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09302_00","skos:Concept",,,"09302_00","UITDOVEND primaire weg I",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09302_01","skos:Concept",,,"09302_01","UITDOVEND primaire weg I",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09303_00","skos:Concept",,,"09303_00","UITDOVEND secundaire weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09303_01","skos:Concept",,,"09303_01","UITDOVEND secundaire weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09303_02","skos:Concept",,,"09303_02","UITDOVEND secundaire weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09303_03","skos:Concept",,,"09303_03","UITDOVEND secundaire weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09304_00","skos:Concept",,,"09304_00","UITDOVEND lokale weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09304_01","skos:Concept",,,"09304_01","UITDOVEND lokale weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09304_02","skos:Concept",,,"09304_02","UITDOVEND lokale weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09304_03","skos:Concept",,,"09304_03","UITDOVEND lokale weg",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09305_xx","skos:Concept",,,"09305_xx","gebied voor diensten bij wegeninfrastructuur",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,,,"ONWAAR","ONWAAR"
"ct:09309_00","skos:Concept",,,"09309_00","wegeninfrastructuur",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","gv","WAAR","ONWAAR"
"ct:09309_01","skos:Concept",,,"09309_01","wegeninfrastructuur",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","gv","WAAR","ONWAAR"
"ct:09312_00","skos:Concept",,,"09312_00","zone voor primaire weg II [131_1]",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:09313_00","skos:Concept",,,"09313_00","zone voor knooppunt [131_1 legendvb type 1 / types variëren met gebiedsnrs ]",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"L","gv","ONWAAR","ONWAAR"
"ct:09313_01","skos:Concept",,,"09313_01","zone voor knooppunt [131_1 legendvb type 1 / types variëren met gebiedsnrs ]",,"ct:093",,,,,,,,,,,"cs:plan_legende",,,,,,,,"L","gv","ONWAAR","ONWAAR"
"ct:094","skos:Concept",,"colt:voorschrift_subcategorie","094","DEELGROEP BESTAAT NIET MEER (gebundelde lijninfrastructuur)",,"ct:09",,,,,,,,,,,,,,,,,,,,,,
"ct:09401_00","skos:Concept",,,"09401_00","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","WAAR"
"ct:09401_01","skos:Concept",,,"09401_01","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:09402_00","skos:Concept",,,"09402_00","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","WAAR"
"ct:09402_01","skos:Concept",,,"09402_01","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:09404_00","skos:Concept",,,"09404_00","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs lokale weg)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"L","detail","ONWAAR","WAAR"
"ct:09405_00","skos:Concept",,,"09405_00","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg (in overdruk)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:09406_00","skos:Concept",,,"09406_00","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg (in overdruk)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","WAAR"
"ct:09406_01","skos:Concept",,,"09406_01","CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg (in overdruk)",,"ct:094",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","WAAR"
"ct:10","skos:Concept",,"colt:voorschrift_categorie","10","lijninfrastructuren - spoorwegen",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:101","skos:Concept",,"colt:voorschrift_subcategorie","101","DEELGROEP NIET MEER VAN TOEPASSING (reservatiegebieden voor spoorwegen)",,"ct:10",,,,,,,,,,,,,,,,,,,,,,
"ct:10101_00","skos:Concept",,,"10101_00","UITDOVEND : reservatiegebied voor aan te leggen hoofdspoorweg (in overdruk) (rup: 2_1)",,"ct:101",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","WAAR"
"ct:103","skos:Concept",,"colt:voorschrift_subcategorie","103","gebieden voor spoorwegen",,"ct:10",,,,,,,,,,,,,,,,,,,,,,
"ct:10301_00","skos:Concept",,,"10301_00","zone voor hoofdspoorweg type 1",,"ct:103",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv|ln","ONWAAR","ONWAAR"
"ct:10301_01","skos:Concept",,,"10301_01","zone voor hoofdspoorweg type 1",,"ct:103",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","ONWAAR","ONWAAR"
"ct:10306_00","skos:Concept",,,"10306_00","spoorinfrastructuur",,"ct:103",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:10307_00","skos:Concept",,,"10307_00","gebied voor diensten bij spoorweginfrastructuur en aanhorigheden",,"ct:103",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"gv","ONWAAR","ONWAAR"
"ct:10307_01","skos:Concept",,,"10307_01","gebied voor diensten bij spoorweginfrastructuur en aanhorigheden",,"ct:103",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"gv","ONWAAR","ONWAAR"
"ct:10308_00","skos:Concept",,,"10308_00","gebied voor aanleg, beheer en exploitatie van spoorinfrastructuur",,"ct:103",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:10308_01","skos:Concept",,,"10308_01","gebied voor aanleg, beheer en exploitatie van spoorinfrastructuur",,"ct:103",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:11","skos:Concept",,"colt:voorschrift_categorie","11","lijninfrastructuren - waterwegen",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:111","skos:Concept",,"colt:voorschrift_subcategorie","111","reservatiegebieden voor waterwegen",,"ct:11",,,,,,,,,,,,,,,,,,,,,,
"ct:11102_00","skos:Concept",,,"11102_00","gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,"ct:111",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:11102_01","skos:Concept",,,"11102_01","gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,"ct:111",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:11102_02","skos:Concept",,,"11102_02","gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,"ct:111",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:11102_03","skos:Concept",,,"11102_03","gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,"ct:111",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:112","skos:Concept",,"colt:voorschrift_subcategorie","112","te schrappen reservatiegebieden voor waterwegen",,"ct:11",,,,,,,,,,,,,,,,,,,,,,
"ct:11201_00","skos:Concept",,,"11201_00","op te heffen reservatiegebied voor waterweg (in overdruk) (rup: 2_1)",,"ct:112",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","ONWAAR"
"ct:11202_00","skos:Concept",,,"11202_00","op te heffen alternatief reservatiegebied (in overdruk) (rup: 2_1)",,"ct:112",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","ONWAAR","ONWAAR"
"ct:113","skos:Concept",,"colt:voorschrift_subcategorie","113","gebieden voor waterwegen",,"ct:11",,,,,,,,,,,,,,,,,,,,,,
"ct:11301_00","skos:Concept",,,"11301_00","bestaande waterweg",,"ct:113",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv|ln","ONWAAR","ONWAAR"
"ct:11302_00","skos:Concept",,,"11302_00","waterinfrastructuur",,"ct:113",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:11303_00","skos:Concept",,,"11303_00","gebied voor diensten bij waterinfrasructuur",,"ct:113",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"gv","WAAR","ONWAAR"
"ct:12","skos:Concept",,"colt:voorschrift_categorie","12","lijninfrastructuren - leidingen",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:122","skos:Concept",,"colt:voorschrift_subcategorie","122","reservatiegebieden voor aan te leggen leiding",,"ct:12",,,,,,,,,,,,,,,,,,,,,,
"ct:12201_00","skos:Concept",,,"12201_00","te schrappen reservatiegebied voor aan te leggen leiding",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","ln","ONWAAR","ONWAAR"
"ct:12202_00","skos:Concept",,,"12202_00","op te heffen leidingstraat",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","ln","ONWAAR","ONWAAR"
"ct:12202_01","skos:Concept",,,"12202_01","op te heffen leidingstraat",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","ln","ONWAAR","ONWAAR"
"ct:12202_02","skos:Concept",,,"12202_02","op te heffen leidingstraat",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","ln","ONWAAR","ONWAAR"
"ct:12202_03","skos:Concept",,,"12202_03","op te heffen leidingstraat",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,"/","ln","ONWAAR","ONWAAR"
"ct:12203_00","skos:Concept",,,"12203_00","op te heffen hoogspanningsleiding",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln","ONWAAR","ONWAAR"
"ct:12204_00","skos:Concept",,,"12204_00","reservatiegebied voor hoogspanningsleiding",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:12205_00","skos:Concept",,,"12205_00","op te heffen enkelvoudige leiding",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln","ONWAAR","ONWAAR"
"ct:12207_00","skos:Concept",,,"12207_00","reservatiegebied voor aan te leggen leidingstraat",,"ct:122",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln|ov","ONWAAR","ONWAAR"
"ct:123","skos:Concept",,"colt:voorschrift_subcategorie","123","bestaande leidingen (in rups)",,"ct:12",,,,,,,,,,,,,,,,,,,,,,
"ct:12301_00","skos:Concept",,,"12301_00","leidingstraat",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12301_02","skos:Concept",,,"12301_02","leidingstraat",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12302_00","skos:Concept",,,"12302_00","enkelvoudige leiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12302_01","skos:Concept",,,"12302_01","enkelvoudige leiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12302_02","skos:Concept",,,"12302_02","enkelvoudige leiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12303_00","skos:Concept",,,"12303_00","hoogspanningsleiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12303_01","skos:Concept",,,"12303_01","hoogspanningsleiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12303_02","skos:Concept",,,"12303_02","hoogspanningsleiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12303_03","skos:Concept",,,"12303_03","hoogspanningsleiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12303_04","skos:Concept",,,"12303_04","hoogspanningsleiding",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ln","WAAR","ONWAAR"
"ct:12304_00","skos:Concept",,,"12304_00","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:12304_01","skos:Concept",,,"12304_01","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:12304_02","skos:Concept",,,"12304_02","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:12304_03","skos:Concept",,,"12304_03","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:12304_04","skos:Concept",,,"12304_04","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:12304_05","skos:Concept",,,"12304_05","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:12304_06","skos:Concept",,,"12304_06","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:12304_07","skos:Concept",,,"12304_07","leidingstrook",,"ct:123",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:13","skos:Concept",,"colt:voorschrift_categorie","13","gebundelde lijninfrastructuur en/of aanhorigheden",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:131","skos:Concept",,"colt:voorschrift_subcategorie","131","gebundelde lijninfrastructuur",,"ct:13",,,,,,,,,,,,,,,,,,,,,,
"ct:13101_01","skos:Concept",,,"13101_01","gebied voor ongelijkvloerse verkeers- en vervoersinfrastructuur (in overdruk)",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:13101_02","skos:Concept",,,"13101_02","gebied voor ongelijkvloerse verkeers- en vervoersinfrastructuur (in overdruk)",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:13102_00","skos:Concept",,,"13102_00","verkeers- of vervoersinfrastructuur",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13102_01","skos:Concept",,,"13102_01","verkeers- of vervoersinfrastructuur",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13102_02","skos:Concept",,,"13102_02","verkeers- of vervoersinfrastructuur",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13103_00","skos:Concept",,,"13103_00","bouwvrije strook",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","WAAR","ONWAAR"
"ct:13104_00","skos:Concept",,,"13104_00","reservatiegebied voor aanleg, beheer en exploitatie van verkeers- of vervoersinfrastructuur",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:13104_01","skos:Concept",,,"13104_01","reservatiegebied voor aanleg, beheer en exploitatie van verkeers- of vervoersinfrastructuur",,"ct:131",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:132","skos:Concept",,"colt:voorschrift_subcategorie","132","aanhorigheden",,"ct:13",,,,,,,,,,,,,,,,,,,,,,
"ct:13201_01","skos:Concept",,,"13201_01","gebied voor overstap (bv. treinstopplaats)",,"ct:132",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13201_02","skos:Concept",,,"13201_02","gebied voor overstap (bv. treinstopplaats)",,"ct:132",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13201_03","skos:Concept",,,"13201_03","gebied voor overstap (bv. treinstopplaats)",,"ct:132",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13201_04","skos:Concept",,,"13201_04","gebied voor overstap (bv. treinstopplaats)",,"ct:132",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13201_05","skos:Concept",,,"13201_05","gebied voor overstap (bv. treinstopplaats)",,"ct:132",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","gv","WAAR","ONWAAR"
"ct:13202_00","skos:Concept",,,"13202_00","gebied voor overslag",,"ct:132",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"gv","WAAR","ONWAAR"
"ct:13202_01","skos:Concept",,,"13202_01","gebied voor overslag",,"ct:132",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","WAAR","ONWAAR"
"ct:14","skos:Concept",,"colt:voorschrift_categorie","14","tijdsgebonden aspecten",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:141","skos:Concept",,"colt:voorschrift_subcategorie","141","tijdsgebonden aspecten",,"ct:14",,,,,,,,,,,,,,,,,,,,,,
"ct:14101_00","skos:Concept",,,"14101_00","fasering eerste fase ( in tweede fase dubbele schuine arcering)",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","WAAR","ONWAAR"
"ct:14101_01","skos:Concept",,,"14101_01","fasering eerste fase ( in tweede fase dubbele schuine arcering)",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","WAAR","ONWAAR"
"ct:14101_02","skos:Concept",,,"14101_02","fasering eerste fase ( in tweede fase dubbele schuine arcering)",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","WAAR","ONWAAR"
"ct:14101_03","skos:Concept",,,"14101_03","fasering eerste fase ( in tweede fase dubbele schuine arcering)",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","WAAR","ONWAAR"
"ct:14101_04","skos:Concept",,,"14101_04","fasering eerste fase ( in tweede fase dubbele schuine arcering)",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","WAAR","ONWAAR"
"ct:14101_06","skos:Concept",,,"14101_06","fasering eerste fase ( in tweede fase dubbele schuine arcering)",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","ov","WAAR","ONWAAR"
"ct:14103_00","skos:Concept",,,"14103_00","werfzone",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:14103_01","skos:Concept",,,"14103_01","werfzone",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:14103_02","skos:Concept",,,"14103_02","werfzone",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:14105_00","skos:Concept",,,"14105_00","tijdelijke aanleg",,"ct:141",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15","skos:Concept",,"colt:voorschrift_categorie","15","inrichting en beheersaspecten",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
