"uri","type","dc.id","collection","notation","prefLabel","altLabel","broader","broaderTransitive","broadMatch","changeNote","closeMatch","definition","editorialNote","exactMatch","example","hiddenLabel","historyNote","inScheme","mappingRelation","note","related","relatedMatch","scopeNote","semanticRelation","topConceptOf","type_status","layer","typevoorschrift","typevoorschriften.uitdovend"
"ct:151","skos:Concept",,"colt:voorschrift_subcategorie","151","inrichting",,"ct:15",,,,,,,,,,,,,,,,,,,,,,
"ct:15101_00","skos:Concept",,,"15101_00","gebied voor personeelsparking",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","ONWAAR"
"ct:15101_01","skos:Concept",,,"15101_01","gebied voor personeelsparking",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","ONWAAR"
"ct:15101_02","skos:Concept",,,"15101_02","gebied voor personeelsparking",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","ONWAAR"
"ct:15102_00","skos:Concept",,,"15102_00","bouwvrije zone ifv inrichting",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","WAAR"
"ct:15102_01","skos:Concept",,,"15102_01","bouwvrije zone ifv inrichting",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","WAAR"
"ct:15103_00","skos:Concept",,,"15103_00","op te heffen verkavelingen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15103_01","skos:Concept",,,"15103_01","op te heffen verkavelingen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15104_00","skos:Concept",,,"15104_00","landschappelijke inpassing",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15105_00","skos:Concept",,,"15105_00","beperkte bouwmogelijkheden",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15105_01","skos:Concept",,,"15105_01","beperkte bouwmogelijkheden",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15106_00","skos:Concept",,,"15106_00","toegelaten gebouwen voor gemeenschaps- en openbare nutsvoorzieningen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15107_00","skos:Concept",,,"15107_00","zone voor opslag",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15107_01","skos:Concept",,,"15107_01","zone voor opslag",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15108_00","skos:Concept",,,"15108_00","zone voor niet-hinderlijke activiteiten",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","ONWAAR"
"ct:15108_01","skos:Concept",,,"15108_01","zone voor niet-hinderlijke activiteiten",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","ONWAAR"
"ct:15108_02","skos:Concept",,,"15108_02","zone voor niet-hinderlijke activiteiten",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","ONWAAR"
"ct:15108_04","skos:Concept",,,"15108_04","zone voor niet-hinderlijke activiteiten",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d","detail","ONWAAR","ONWAAR"
"ct:15109_00","skos:Concept",,,"15109_00","zone voor specifieke gebouwen en constructies",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","WAAR","ONWAAR"
"ct:15109_01","skos:Concept",,,"15109_01","zone voor specifieke gebouwen en constructies",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","WAAR","ONWAAR"
"ct:15109_02","skos:Concept",,,"15109_02","zone voor specifieke gebouwen en constructies",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","WAAR","ONWAAR"
"ct:15109_03","skos:Concept",,,"15109_03","zone voor specifieke gebouwen en constructies",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","WAAR","ONWAAR"
"ct:15110_00","skos:Concept",,,"15110_00","portaal",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15111_00","skos:Concept",,,"15111_00","vista",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15112_00","skos:Concept",,,"15112_00","tuinen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15112_01","skos:Concept",,,"15112_01","tuinen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15113_00","skos:Concept",,,"15113_00","zone voor ondersteunende en dienstverlenende bedrijven / gemeenschappelijke en complementaire voorzieningen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15113_01","skos:Concept",,,"15113_01","zone voor ondersteunende en dienstverlenende bedrijven / gemeenschappelijke en complementaire voorzieningen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15113_02","skos:Concept",,,"15113_02","zone voor ondersteunende en dienstverlenende bedrijven / gemeenschappelijke en complementaire voorzieningen",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15114_00","skos:Concept",,,"15114_00","zone voor toelaatbare bebouwing en infrastructuur",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15114_01","skos:Concept",,,"15114_01","zone voor toelaatbare bebouwing en infrastructuur",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15114_02","skos:Concept",,,"15114_02","zone voor toelaatbare bebouwing en infrastructuur",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15115_00","skos:Concept",,,"15115_00","zone voor nucleaire sanering",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15116_00","skos:Concept",,,"15116_00","veiligheidszone nucleaire activiteit",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"detail","ONWAAR","ONWAAR"
"ct:15117_00","skos:Concept",,,"15117_00","speelvrije zone",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15118_00","skos:Concept",,,"15118_00","Erfdienstbaarheidsgebied",,"ct:151",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:152","skos:Concept",,"colt:voorschrift_subcategorie","152","beheer",,"ct:15",,,,,,,,,,,,,,,,,,,,,,
"ct:15201_00","skos:Concept",,,"15201_00","uitdoofbeleid voor zonevreemde activiteiten",,"ct:152",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15202_00","skos:Concept",,,"15202_00","recht van voorkoop",,"ct:152",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15203_00","skos:Concept",,,"15203_00","cultuurhistorische waarde, historische relicten, landschapsbeheer",,"ct:152",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15203_01","skos:Concept",,,"15203_01","cultuurhistorische waarde, historische relicten, landschapsbeheer",,"ct:152",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:15205_xx","skos:Concept",,,"15205_xx","vloeiweiden",,"ct:152",,,,,,,,,,,"cs:plan_legende",,,,,,,,,,"ONWAAR","ONWAAR"
"ct:15206_00","skos:Concept",,,"15206_00","waterbeheer",,"ct:152",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:20","skos:Concept",,"colt:voorschrift_categorie","20","punten indicatieve aanduiding",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:201","skos:Concept",,"colt:voorschrift_subcategorie","201","gebouwen",,"ct:20",,,,,,,,,,,,,,,,,,,,,,
"ct:20101_00","skos:Concept",,,"20101_00","gebouw",,"ct:201",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20101_01","skos:Concept",,,"20101_01","gebouw",,"ct:201",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20101_02","skos:Concept",,,"20101_02","gebouw",,"ct:201",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20102_00","skos:Concept",,,"20102_00","toren",,"ct:201",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:202","skos:Concept",,"colt:voorschrift_subcategorie","202","knooppunten",,"ct:20",,,,,,,,,,,,,,,,,,,,,,
"ct:20201_00","skos:Concept",,,"20201_00","HC (hollands complex)",,"ct:202",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20202_00","skos:Concept",,,"20202_00","ov_kn2 (openbaar vervoer knooppunt)",,"ct:202",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20203_00","skos:Concept",,,"20203_00","brug",,"ct:202",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20204_00","skos:Concept",,,"20204_00","busstation",,"ct:202",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20205_00","skos:Concept",,,"20205_00","toegang voor hulpdiensten",,"ct:202",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20206_00","skos:Concept",,,"20206_00","stadsdistributie",,"ct:202",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:203","skos:Concept",,"colt:voorschrift_subcategorie","203","allerlei",,"ct:20",,,,,,,,,,,,,,,,,,,,,,
"ct:20301_00","skos:Concept",,,"20301_00","heuvel",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20302_00","skos:Concept",,,"20302_00","puntpijl",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20303_00","skos:Concept",,,"20303_00","meerpalen, pompgemaal",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt","ONWAAR","ONWAAR"
"ct:20304_00","skos:Concept",,,"20304_00","hoekbomen",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt","ONWAAR","ONWAAR"
"ct:20305_00","skos:Concept",,,"20305_00","gebouw",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt","ONWAAR","ONWAAR"
"ct:20306_00","skos:Concept",,,"20306_00","bestaand bouwkundig erfgoed primair",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt","ONWAAR","ONWAAR"
"ct:20307_00","skos:Concept",,,"20307_00","bestaand bouwkundig erfgoed tweede rangorde",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt","ONWAAR","ONWAAR"
"ct:20308_00","skos:Concept",,,"20308_00","zichtrelatie",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20309_00","skos:Concept",,,"20309_00","ondergronds historisch monument",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt","ONWAAR","ONWAAR"
"ct:20310_00","skos:Concept",,,"20310_00","openbaar nut",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:20311_00","skos:Concept",,,"20311_00","infrastructuur",,"ct:203",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"pt_ia","ONWAAR","ONWAAR"
"ct:21","skos:Concept",,"colt:voorschrift_categorie","21","lijnen indicatieve aanduiding",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:211","skos:Concept",,"colt:voorschrift_subcategorie","211","ontsluiting",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21101_00","skos:Concept",,,"21101_00","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_01","skos:Concept",,,"21101_01","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_02","skos:Concept",,,"21101_02","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_03","skos:Concept",,,"21101_03","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_04","skos:Concept",,,"21101_04","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_05","skos:Concept",,,"21101_05","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_06","skos:Concept",,,"21101_06","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_07","skos:Concept",,,"21101_07","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21101_08","skos:Concept",,,"21101_08","ontsluiting",,"ct:211",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:212","skos:Concept",,"colt:voorschrift_subcategorie","212","langzaam verkeer",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21201_00","skos:Concept",,,"21201_00","langzaam verkeer",,"ct:212",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21201_01","skos:Concept",,,"21201_01","langzaam verkeer",,"ct:212",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21201_02","skos:Concept",,,"21201_02","langzaam verkeer",,"ct:212",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21201_03","skos:Concept",,,"21201_03","langzaam verkeer",,"ct:212",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21201_04","skos:Concept",,,"21201_04","langzaam verkeer",,"ct:212",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21201_05","skos:Concept",,,"21201_05","langzaam verkeer",,"ct:212",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21201_06","skos:Concept",,,"21201_06","langzaam verkeer",,"ct:212",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:213","skos:Concept",,"colt:voorschrift_subcategorie","213","buffers",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21301_00","skos:Concept",,,"21301_00","buffer",,"ct:213",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21301_01","skos:Concept",,,"21301_01","buffer",,"ct:213",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21301_02","skos:Concept",,,"21301_02","buffer",,"ct:213",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21301_03","skos:Concept",,,"21301_03","buffer",,"ct:213",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21301_04","skos:Concept",,,"21301_04","buffer",,"ct:213",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21302_00","skos:Concept",,,"21302_00","geluidscherm",,"ct:213",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:214","skos:Concept",,"colt:voorschrift_subcategorie","214","bouwlijnen",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21401_00","skos:Concept",,,"21401_00","maatbepaling",,"ct:214",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21402_00","skos:Concept",,,"21402_00","bouwlijnen",,"ct:214",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:215","skos:Concept",,"colt:voorschrift_subcategorie","215","lokale wegenis",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21501_00","skos:Concept",,,"21501_00","wegenis",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21501_01","skos:Concept",,,"21501_01","wegenis",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21501_02","skos:Concept",,,"21501_02","wegenis",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21501_03","skos:Concept",,,"21501_03","wegenis",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21501_04","skos:Concept",,,"21501_04","wegenis",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21502_00","skos:Concept",,,"21502_00","dreef",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21502_01","skos:Concept",,,"21502_01","dreef",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21502_02","skos:Concept",,,"21502_02","dreef",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21502_03","skos:Concept",,,"21502_03","dreef",,"ct:215",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:216","skos:Concept",,"colt:voorschrift_subcategorie","216","waterinfrastructuur",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21601_00","skos:Concept",,,"21601_00","waterweg",,"ct:216",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21601_01","skos:Concept",,,"21601_01","waterweg",,"ct:216",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21602_00","skos:Concept",,,"21602_00","indicatieve waterweg",,"ct:216",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21602_01","skos:Concept",,,"21602_01","indicatieve waterweg",,"ct:216",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21602_02","skos:Concept",,,"21602_02","indicatieve waterweg",,"ct:216",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:217","skos:Concept",,"colt:voorschrift_subcategorie","217","spoorinfrastructuur",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21701_00","skos:Concept",,,"21701_00","spoorinfrastructuur",,"ct:217",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21701_01","skos:Concept",,,"21701_01","spoorinfrastructuur",,"ct:217",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:218","skos:Concept",,"colt:voorschrift_subcategorie","218","historische verbinding",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21801_00","skos:Concept",,,"21801_00","herstellen historische verbinding",,"ct:218",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21801_02","skos:Concept",,,"21801_02","herstellen historische verbinding",,"ct:218",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:219","skos:Concept",,"colt:voorschrift_subcategorie","219","natuurcorridors",,"ct:21",,,,,,,,,,,,,,,,,,,,,,
"ct:21901_00","skos:Concept",,,"21901_00","natuurcorridors",,"ct:219",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:21901_01","skos:Concept",,,"21901_01","natuurcorridors",,"ct:219",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ln_ia","ONWAAR","ONWAAR"
"ct:22","skos:Concept",,"colt:voorschrift_categorie","22","vlakken indicatieve aanduiding",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:221","skos:Concept",,"colt:voorschrift_subcategorie","221","wegeninfrastructuur",,"ct:22",,,,,,,,,,,,,,,,,,,,,,
"ct:22101_00","skos:Concept",,,"22101_00","zone voor landschappelijke inpassing",,"ct:221",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov_ia","ONWAAR","ONWAAR"
"ct:22101_03","skos:Concept",,,"22101_03","zone voor landschappelijke inpassing",,"ct:221",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:22101_04","skos:Concept",,,"22101_04","zone voor landschappelijke inpassing",,"ct:221",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:22101_05","skos:Concept",,,"22101_05","zone voor landschappelijke inpassing",,"ct:221",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov","ONWAAR","ONWAAR"
"ct:222","skos:Concept",,"colt:voorschrift_subcategorie","222","spoorinfratructuur",,"ct:22",,,,,,,,,,,,,,,,,,,,,,
"ct:22201_00","skos:Concept",,,"22201_00","zone voor landschappelijke inpassing",,"ct:222",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"ov_ia","ONWAAR","ONWAAR"
"ct:99","skos:Concept",,"colt:voorschrift_categorie","99","annotatie",,,,,,,,,,,,,"cs:plan_legende",,,,,,,"cs:plan_legende",,,,
"ct:999","skos:Concept",,"colt:voorschrift_subcategorie","999","annotaties",,"ct:99",,,,,,,,,,,,,,,,,,,,,,
"ct:99999_00","skos:Concept",,,"99999_00","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_01","skos:Concept",,,"99999_01","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_02","skos:Concept",,,"99999_02","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_03","skos:Concept",,,"99999_03","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_04","skos:Concept",,,"99999_04","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_05","skos:Concept",,,"99999_05","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_06","skos:Concept",,,"99999_06","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_07","skos:Concept",,,"99999_07","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_08","skos:Concept",,,"99999_08","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_09","skos:Concept",,,"99999_09","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_10","skos:Concept",,,"99999_10","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_11","skos:Concept",,,"99999_11","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_12","skos:Concept",,,"99999_12","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_13","skos:Concept",,,"99999_13","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_14","skos:Concept",,,"99999_14","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_15","skos:Concept",,,"99999_15","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_16","skos:Concept",,,"99999_16","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_17","skos:Concept",,,"99999_17","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:99999_18","skos:Concept",,,"99999_18","annotatie",,"ct:999",,,,,,,,,,,"cs:plan_legende",,,,,,,,,"annotatie","ONWAAR","ONWAAR"
"ct:X5","skos:Concept",,,"X5","gemengd agrarisch gebied",,"ct:061",,,,,,,,,,,"cs:plan_legende",,,,,,,,"d",,"ONWAAR","ONWAAR"
