type,uri,dc.id,collection,notation,"prefLabel",altLabel,broader,broaderTransitive,broadMatch,changeNote,closeMatch,definition,editorialNote,exactMatch,example,hiddenLabel,historyNote,inScheme,mappingRelation,note,related,relatedMatch,scopeNote,semanticRelation,topConceptOf,type_status,layer,typevoorschrift,typevoorschriften.uitdovend
skos:Concept,ct:09313_00,,,09313_00,"zone voor knooppunt [131_1 legendvb type 1 / types variëren met gebiedsnrs ]",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,L,gv,ONWAAR,ONWAAR
skos:Concept,ct:09401_00,,,09401_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,WAAR
skos:Concept,ct:09401_01,,,09401_01,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09402_01,,,09402_01,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09402_00,,,09402_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,WAAR
skos:Concept,ct:09404_00,,,09404_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs lokale weg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,L,detail,ONWAAR,WAAR
skos:Concept,ct:09405_00,,,09405_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg (in overdruk)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09406_00,,,09406_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg (in overdruk)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,WAAR
skos:Concept,ct:09406_01,,,09406_01,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg (in overdruk)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,WAAR
skos:Concept,ct:10101_00,,,10101_00,"UITDOVEND : reservatiegebied voor aan te leggen hoofdspoorweg (in overdruk) (rup: 2_1)",,ct:101,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:10301_00,,,10301_00,"zone voor hoofdspoorweg type 1",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:10301_01,,,10301_01,"zone voor hoofdspoorweg type 1",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:10301_00,,,10301_00,"zone voor hoofdspoorweg type 1",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,ONWAAR,ONWAAR
skos:Concept,ct:10306_00,,,10306_00,"spoorinfrastructuur",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:10307_00,,,10307_00,"gebied voor diensten bij spoorweginfrastructuur en aanhorigheden",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:10307_01,,,10307_01,"gebied voor diensten bij spoorweginfrastructuur en aanhorigheden",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:10308_01,,,10308_01,"gebied voor aanleg, beheer en exploitatie van spoorinfrastructuur",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:10308_00,,,10308_00,"gebied voor aanleg, beheer en exploitatie van spoorinfrastructuur",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:11102_00,,,11102_00,"gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,ct:111,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:11102_03,,,11102_03,"gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,ct:111,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:11102_02,,,11102_02,"gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,ct:111,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:11102_01,,,11102_01,"gebied voor aanleg, beheer en exploitatie van waterinfrastrucutuur",,ct:111,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:11201_00,,,11201_00,"op te heffen reservatiegebied voor waterweg (in overdruk) (rup: 2_1)",,ct:112,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,ONWAAR
skos:Concept,ct:11202_00,,,11202_00,"op te heffen alternatief reservatiegebied (in overdruk) (rup: 2_1)",,ct:112,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,ONWAAR
skos:Concept,ct:11301_00,,,11301_00,"bestaande waterweg",,ct:113,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,ONWAAR,ONWAAR
skos:Concept,ct:11301_00,,,11301_00,"bestaande waterweg",,ct:113,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:11302_00,,,11302_00,"waterinfrastructuur",,ct:113,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:11303_00,,,11303_00,"gebied voor diensten bij waterinfrasructuur",,ct:113,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,WAAR,ONWAAR
skos:Concept,ct:12201_00,,,12201_00,"te schrappen reservatiegebied voor aan te leggen leiding",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,/,ln,ONWAAR,ONWAAR
skos:Concept,ct:12202_03,,,12202_03,"op te heffen leidingstraat",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,/,ln,ONWAAR,ONWAAR
skos:Concept,ct:12202_00,,,12202_00,"op te heffen leidingstraat",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,/,ln,ONWAAR,ONWAAR
skos:Concept,ct:12202_01,,,12202_01,"op te heffen leidingstraat",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,/,ln,ONWAAR,ONWAAR
skos:Concept,ct:12202_02,,,12202_02,"op te heffen leidingstraat",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,/,ln,ONWAAR,ONWAAR
skos:Concept,ct:12203_00,,,12203_00,"op te heffen hoogspanningsleiding",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln,ONWAAR,ONWAAR
skos:Concept,ct:12204_00,,,12204_00,"reservatiegebied voor hoogspanningsleiding",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:12205_00,,,12205_00,"op te heffen enkelvoudige leiding",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln,ONWAAR,ONWAAR
skos:Concept,ct:12207_00,,,12207_00,"reservatiegebied voor aan te leggen leidingstraat",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:12207_00,,,12207_00,"reservatiegebied voor aan te leggen leidingstraat",,ct:122,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln,ONWAAR,ONWAAR
skos:Concept,ct:12301_02,,,12301_02,"leidingstraat",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12301_00,,,12301_00,"leidingstraat",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12302_00,,,12302_00,"enkelvoudige leiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12302_02,,,12302_02,"enkelvoudige leiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12302_01,,,12302_01,"enkelvoudige leiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12303_04,,,12303_04,"hoogspanningsleiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12303_02,,,12303_02,"hoogspanningsleiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12303_00,,,12303_00,"hoogspanningsleiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12303_01,,,12303_01,"hoogspanningsleiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12303_03,,,12303_03,"hoogspanningsleiding",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,WAAR,ONWAAR
skos:Concept,ct:12304_01,,,12304_01,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:12304_00,,,12304_00,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:12304_05,,,12304_05,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:12304_07,,,12304_07,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:12304_02,,,12304_02,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:12304_03,,,12304_03,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:12304_06,,,12304_06,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:12304_04,,,12304_04,"leidingstrook",,ct:123,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:13101_02,,,13101_02,"gebied voor ongelijkvloerse verkeers- en vervoersinfrastructuur (in overdruk)",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:13101_01,,,13101_01,"gebied voor ongelijkvloerse verkeers- en vervoersinfrastructuur (in overdruk)",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:13102_01,,,13102_01,"verkeers- of vervoersinfrastructuur",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13102_00,,,13102_00,"verkeers- of vervoersinfrastructuur",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13102_02,,,13102_02,"verkeers- of vervoersinfrastructuur",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13103_00,,,13103_00,"bouwvrije strook",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,WAAR,ONWAAR
skos:Concept,ct:13104_01,,,13104_01,"reservatiegebied voor aanleg, beheer en exploitatie van verkeers- of vervoersinfrastructuur",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:13104_00,,,13104_00,"reservatiegebied voor aanleg, beheer en exploitatie van verkeers- of vervoersinfrastructuur",,ct:131,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:13201_02,,,13201_02,"gebied voor overstap (bv. treinstopplaats)",,ct:132,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13201_05,,,13201_05,"gebied voor overstap (bv. treinstopplaats)",,ct:132,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13201_01,,,13201_01,"gebied voor overstap (bv. treinstopplaats)",,ct:132,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13201_04,,,13201_04,"gebied voor overstap (bv. treinstopplaats)",,ct:132,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13201_03,,,13201_03,"gebied voor overstap (bv. treinstopplaats)",,ct:132,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:13202_00,,,13202_00,"gebied voor overslag",,ct:132,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,WAAR,ONWAAR
skos:Concept,ct:13202_01,,,13202_01,"gebied voor overslag",,ct:132,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,WAAR,ONWAAR
skos:Concept,ct:14101_04,,,14101_04,"fasering eerste fase ( in tweede fase dubbele schuine arcering)",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:14101_03,,,14101_03,"fasering eerste fase ( in tweede fase dubbele schuine arcering)",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:14101_02,,,14101_02,"fasering eerste fase ( in tweede fase dubbele schuine arcering)",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:14101_06,,,14101_06,"fasering eerste fase ( in tweede fase dubbele schuine arcering)",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:14101_01,,,14101_01,"fasering eerste fase ( in tweede fase dubbele schuine arcering)",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:14101_00,,,14101_00,"fasering eerste fase ( in tweede fase dubbele schuine arcering)",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:14103_00,,,14103_00,"werfzone",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:14103_02,,,14103_02,"werfzone",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:14103_01,,,14103_01,"werfzone",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:14105_00,,,14105_00,"tijdelijke aanleg",,ct:141,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15101_01,,,15101_01,"gebied voor personeelsparking",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:15101_02,,,15101_02,"gebied voor personeelsparking",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:15101_00,,,15101_00,"gebied voor personeelsparking",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:15102_00,,,15102_00,"bouwvrije zone ifv inrichting",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,WAAR
skos:Concept,ct:15102_01,,,15102_01,"bouwvrije zone ifv inrichting",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,WAAR
skos:Concept,ct:15103_00,,,15103_00,"op te heffen verkavelingen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15103_01,,,15103_01,"op te heffen verkavelingen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15104_00,,,15104_00,"landschappelijke inpassing",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15105_00,,,15105_00,"beperkte bouwmogelijkheden",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15105_01,,,15105_01,"beperkte bouwmogelijkheden",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15106_00,,,15106_00,"toegelaten gebouwen voor gemeenschaps- en openbare nutsvoorzieningen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15107_00,,,15107_00,"zone voor opslag",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15107_01,,,15107_01,"zone voor opslag",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15108_02,,,15108_02,"zone voor niet-hinderlijke activiteiten",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:15108_00,,,15108_00,"zone voor niet-hinderlijke activiteiten",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:15108_04,,,15108_04,"zone voor niet-hinderlijke activiteiten",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:15108_01,,,15108_01,"zone voor niet-hinderlijke activiteiten",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:15109_00,,,15109_00,"zone voor specifieke gebouwen en constructies",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,WAAR,ONWAAR
skos:Concept,ct:15109_01,,,15109_01,"zone voor specifieke gebouwen en constructies",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,WAAR,ONWAAR
skos:Concept,ct:15109_03,,,15109_03,"zone voor specifieke gebouwen en constructies",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,WAAR,ONWAAR
skos:Concept,ct:15109_02,,,15109_02,"zone voor specifieke gebouwen en constructies",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,WAAR,ONWAAR
skos:Concept,ct:15110_00,,,15110_00,"portaal",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15111_00,,,15111_00,"vista",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15112_01,,,15112_01,"tuinen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15112_00,,,15112_00,"tuinen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15113_02,,,15113_02,"zone voor ondersteunende en dienstverlenende bedrijven / gemeenschappelijke en complementaire voorzieningen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15113_00,,,15113_00,"zone voor ondersteunende en dienstverlenende bedrijven / gemeenschappelijke en complementaire voorzieningen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15113_01,,,15113_01,"zone voor ondersteunende en dienstverlenende bedrijven / gemeenschappelijke en complementaire voorzieningen",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15114_02,,,15114_02,"zone voor toelaatbare bebouwing en infrastructuur",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15114_00,,,15114_00,"zone voor toelaatbare bebouwing en infrastructuur",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15114_01,,,15114_01,"zone voor toelaatbare bebouwing en infrastructuur",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15115_00,,,15115_00,"zone voor nucleaire sanering",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15116_00,,,15116_00,"veiligheidszone nucleaire activiteit",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,detail,ONWAAR,ONWAAR
skos:Concept,ct:15117_00,,,15117_00,"speelvrije zone",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15118_00,,,15118_00,"Erfdienstbaarheidsgebied",,ct:151,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15201_00,,,15201_00,"uitdoofbeleid voor zonevreemde activiteiten",,ct:152,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15202_00,,,15202_00,"recht van voorkoop",,ct:152,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15203_00,,,15203_00,"cultuurhistorische waarde, historische relicten, landschapsbeheer",,ct:152,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:15203_01,,,15203_01,"cultuurhistorische waarde, historische relicten, landschapsbeheer",,ct:152,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:X7,,,X7,"vloeiweiden",,ct:152,,,,,,,,,,,cs:plan_legende,,,,,,,,,,ONWAAR,ONWAAR
skos:Concept,ct:15206_00,,,15206_00,"waterbeheer",,ct:152,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:20101_02,,,20101_02,"gebouw",,ct:201,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20101_01,,,20101_01,"gebouw",,ct:201,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20101_00,,,20101_00,"gebouw",,ct:201,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20102_00,,,20102_00,"toren",,ct:201,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20201_00,,,20201_00,"HC (hollands complex)",,ct:202,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20202_00,,,20202_00,"ov_kn2 (openbaar vervoer knooppunt)",,ct:202,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20203_00,,,20203_00,"brug",,ct:202,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20204_00,,,20204_00,"busstation",,ct:202,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20205_00,,,20205_00,"toegang voor hulpdiensten",,ct:202,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20206_00,,,20206_00,"stadsdistributie",,ct:202,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20301_00,,,20301_00,"heuvel",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20302_00,,,20302_00,"puntpijl",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
