type,uri,dc.id,collection,notation,"prefLabel",altLabel,broader,broaderTransitive,broadMatch,changeNote,closeMatch,definition,editorialNote,exactMatch,example,hiddenLabel,historyNote,inScheme,mappingRelation,note,related,relatedMatch,scopeNote,semanticRelation,topConceptOf,type_status,layer,typevoorschrift,typevoorschriften.uitdovend
skos:Concept,ct:20303_00,,,20303_00,"meerpalen, pompgemaal",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt,ONWAAR,ONWAAR
skos:Concept,ct:20304_00,,,20304_00,"hoekbomen",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt,ONWAAR,ONWAAR
skos:Concept,ct:20305_00,,,20305_00,"gebouw",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt,ONWAAR,ONWAAR
skos:Concept,ct:20306_00,,,20306_00,"bestaand bouwkundig erfgoed primair",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt,ONWAAR,ONWAAR
skos:Concept,ct:20307_00,,,20307_00,"bestaand bouwkundig erfgoed tweede rangorde",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt,ONWAAR,ONWAAR
skos:Concept,ct:20308_00,,,20308_00,"zichtrelatie",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20309_00,,,20309_00,"ondergronds historisch monument",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt,ONWAAR,ONWAAR
skos:Concept,ct:20310_00,,,20310_00,"openbaar nut",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:20311_00,,,20311_00,"infrastructuur",,ct:203,,,,,,,,,,,cs:plan_legende,,,,,,,,,pt_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_06,,,21101_06,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_02,,,21101_02,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_00,,,21101_00,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_07,,,21101_07,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_05,,,21101_05,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_03,,,21101_03,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_04,,,21101_04,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_01,,,21101_01,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21101_08,,,21101_08,"ontsluiting",,ct:211,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21201_05,,,21201_05,"langzaam verkeer",,ct:212,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21201_03,,,21201_03,"langzaam verkeer",,ct:212,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21201_02,,,21201_02,"langzaam verkeer",,ct:212,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21201_01,,,21201_01,"langzaam verkeer",,ct:212,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21201_06,,,21201_06,"langzaam verkeer",,ct:212,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21201_00,,,21201_00,"langzaam verkeer",,ct:212,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21201_04,,,21201_04,"langzaam verkeer",,ct:212,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21301_01,,,21301_01,"buffer",,ct:213,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21301_02,,,21301_02,"buffer",,ct:213,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21301_04,,,21301_04,"buffer",,ct:213,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21301_03,,,21301_03,"buffer",,ct:213,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21301_00,,,21301_00,"buffer",,ct:213,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21302_00,,,21302_00,"geluidscherm",,ct:213,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21401_00,,,21401_00,"maatbepaling",,ct:214,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21402_00,,,21402_00,"bouwlijnen",,ct:214,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21501_02,,,21501_02,"wegenis",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21501_03,,,21501_03,"wegenis",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21501_01,,,21501_01,"wegenis",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21501_04,,,21501_04,"wegenis",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21501_00,,,21501_00,"wegenis",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21502_01,,,21502_01,"dreef",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21502_03,,,21502_03,"dreef",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21502_02,,,21502_02,"dreef",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21502_00,,,21502_00,"dreef",,ct:215,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21601_00,,,21601_00,"waterweg",,ct:216,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21601_01,,,21601_01,"waterweg",,ct:216,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21602_02,,,21602_02,"indicatieve waterweg",,ct:216,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21602_00,,,21602_00,"indicatieve waterweg",,ct:216,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21602_01,,,21602_01,"indicatieve waterweg",,ct:216,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21701_01,,,21701_01,"spoorinfrastructuur",,ct:217,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21701_00,,,21701_00,"spoorinfrastructuur",,ct:217,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21801_00,,,21801_00,"herstellen historische verbinding",,ct:218,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21801_02,,,21801_02,"herstellen historische verbinding",,ct:218,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21901_01,,,21901_01,"natuurcorridors",,ct:219,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:21901_00,,,21901_00,"natuurcorridors",,ct:219,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln_ia,ONWAAR,ONWAAR
skos:Concept,ct:22101_00,,,22101_00,"zone voor landschappelijke inpassing",,ct:221,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov_ia,ONWAAR,ONWAAR
skos:Concept,ct:22101_05,,,22101_05,"zone voor landschappelijke inpassing",,ct:221,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:22101_03,,,22101_03,"zone voor landschappelijke inpassing",,ct:221,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:22101_04,,,22101_04,"zone voor landschappelijke inpassing",,ct:221,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:22201_00,,,22201_00,"zone voor landschappelijke inpassing",,ct:222,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov_ia,ONWAAR,ONWAAR
skos:Concept,ct:99999_13,,,99999_13,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_16,,,99999_16,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_18,,,99999_18,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_15,,,99999_15,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_00,,,99999_00,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_17,,,99999_17,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_01,,,99999_01,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_02,,,99999_02,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_03,,,99999_03,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_05,,,99999_05,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_07,,,99999_07,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_08,,,99999_08,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_09,,,99999_09,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_10,,,99999_10,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_12,,,99999_12,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_14,,,99999_14,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_04,,,99999_04,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_06,,,99999_06,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:99999_11,,,99999_11,"annotatie",,ct:999,,,,,,,,,,,cs:plan_legende,,,,,,,,,annotatie,ONWAAR,ONWAAR
skos:Concept,ct:00,,colt:voorschrift_categorie,00,"afbakeningen in overdruk, geen onderliggende bestemming",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:01,,colt:voorschrift_categorie,01,"woongebieden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:02,,colt:voorschrift_categorie,02,"recreatiegebieden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:03,,colt:voorschrift_categorie,03,"natuur- en reservaatgebieden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:04,,colt:voorschrift_categorie,04,"overige groengebieden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:05,,colt:voorschrift_categorie,05,"bosgebieden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:06,,colt:voorschrift_categorie,06,"landbouwgebieden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:07,,colt:voorschrift_categorie,07,"industriegebieden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:08,,colt:voorschrift_categorie,08,"gemeenschapsvoorzieningen en nutsvoorzieningen",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:09,,colt:voorschrift_categorie,09,"lijninfrastructuren - autowegen",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:10,,colt:voorschrift_categorie,10,"lijninfrastructuren - spoorwegen",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:11,,colt:voorschrift_categorie,11,"lijninfrastructuren - waterwegen",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:12,,colt:voorschrift_categorie,12,"lijninfrastructuren - leidingen",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:13,,colt:voorschrift_categorie,13,"gebundelde lijninfrastructuur en/of aanhorigheden",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:14,,colt:voorschrift_categorie,14,"tijdsgebonden aspecten",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:15,,colt:voorschrift_categorie,15,"inrichting en beheersaspecten",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:20,,colt:voorschrift_categorie,20,"punten indicatieve aanduiding",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:21,,colt:voorschrift_categorie,21,"lijnen indicatieve aanduiding",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:22,,colt:voorschrift_categorie,22,"vlakken indicatieve aanduiding",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:99,,colt:voorschrift_categorie,99,"annotatie",,,,,,,,,,,,,cs:plan_legende,,,,,,,cs:plan_legende,,,,
skos:Concept,ct:000,,colt:voorschrift_subcategorie,000,"onzichtbare afbakeningslijn",,ct:00,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:001,,colt:voorschrift_subcategorie,001,"stedelijke gebieden",,ct:00,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:002,,colt:voorschrift_subcategorie,002,"afbakening zeehavens, luchthaven van Zaventem en logistieke parken",,ct:00,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:003,,colt:voorschrift_subcategorie,003,"gebieden van de natuurlijke structuur",,ct:00,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:004,,colt:voorschrift_subcategorie,004,"elementen en componenten van de landschappelijke structuur",,ct:00,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:006,,colt:voorschrift_subcategorie,006,"projectgebieden",,ct:00,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:011,,colt:voorschrift_subcategorie,011,"woongebieden (in gewestelijke rups)",,ct:01,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:021,,colt:voorschrift_subcategorie,021,"recreatiegebieden (in gewestelijke rups)",,ct:02,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:031,,colt:voorschrift_subcategorie,031,"natuur- en reservaatgebieden (in gewestelijke rups)",,ct:03,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:041,,colt:voorschrift_subcategorie,041,"groengebieden (in gewestelijke rups)",,ct:04,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:042,,colt:voorschrift_subcategorie,042,"buffergebieden (in gewestelijke rups)",,ct:04,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:043,,colt:voorschrift_subcategorie,043,"parkgebieden (in gewestelijke rups)",,ct:04,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:051,,colt:voorschrift_subcategorie,051,"bosgebieden (in gewestelijke rups)",,ct:05,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:061,,colt:voorschrift_subcategorie,061,"landbouwgebieden",,ct:06,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:071,,colt:voorschrift_subcategorie,071,"regionale bedrijventerreinen",,ct:07,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:072,,colt:voorschrift_subcategorie,072,"bedrijventerreinen in zeehavengebieden",,ct:07,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:074,,colt:voorschrift_subcategorie,074,"historisch gegroeid regionaal bedrijventerrein",,ct:07,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:075,,colt:voorschrift_subcategorie,075,"lokale bedrijventerreinen",,ct:07,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:076,,colt:voorschrift_subcategorie,076,"gemengde en lokale bedrijventerreinen",,ct:07,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:081,,colt:voorschrift_subcategorie,081,"openbaar nut",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:082,,colt:voorschrift_subcategorie,082,"militair domein",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:083,,colt:voorschrift_subcategorie,083,"watergevoelige zones",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:084,,colt:voorschrift_subcategorie,084,"waterwinningsgebieden",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:085,,colt:voorschrift_subcategorie,085,"ontginningsgebieden",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:086,,colt:voorschrift_subcategorie,086,"stortgebieden",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:087,,colt:voorschrift_subcategorie,087,"OMGEZET NAAR GROEP 09/13/14/15    DEELGROEP NIET MEER VAN TOEPASSING (overige gebieden)",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:088,,colt:voorschrift_subcategorie,088,"DEELGROEP NIET MEER VAN TOEPASSING (overige lijninfrastructuur (= gemengd, m.a.w niet behorend tot de groepen 09, 10, 11 of 12))",,ct:08,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:091,,colt:voorschrift_subcategorie,091,"reservatiegebieden voor wegen + aan te leggen wegen",,ct:09,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:092,,colt:voorschrift_subcategorie,092,"te schrappen (reservatie)gebieden",,ct:09,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:093,,colt:voorschrift_subcategorie,093,"gebieden voor wegen",,ct:09,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:094,,colt:voorschrift_subcategorie,094,"DEELGROEP BESTAAT NIET MEER (gebundelde lijninfrastructuur)",,ct:09,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:101,,colt:voorschrift_subcategorie,101,"DEELGROEP NIET MEER VAN TOEPASSING (reservatiegebieden voor spoorwegen)",,ct:10,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:103,,colt:voorschrift_subcategorie,103,"gebieden voor spoorwegen",,ct:10,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:111,,colt:voorschrift_subcategorie,111,"reservatiegebieden voor waterwegen",,ct:11,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:112,,colt:voorschrift_subcategorie,112,"te schrappen reservatiegebieden voor waterwegen",,ct:11,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:113,,colt:voorschrift_subcategorie,113,"gebieden voor waterwegen",,ct:11,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:122,,colt:voorschrift_subcategorie,122,"reservatiegebieden voor aan te leggen leiding",,ct:12,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:123,,colt:voorschrift_subcategorie,123,"bestaande leidingen (in rups)",,ct:12,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:131,,colt:voorschrift_subcategorie,131,"gebundelde lijninfrastructuur",,ct:13,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:132,,colt:voorschrift_subcategorie,132,"aanhorigheden",,ct:13,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:141,,colt:voorschrift_subcategorie,141,"tijdsgebonden aspecten",,ct:14,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:151,,colt:voorschrift_subcategorie,151,"inrichting",,ct:15,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:152,,colt:voorschrift_subcategorie,152,"beheer",,ct:15,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:201,,colt:voorschrift_subcategorie,201,"gebouwen",,ct:20,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:202,,colt:voorschrift_subcategorie,202,"knooppunten",,ct:20,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:203,,colt:voorschrift_subcategorie,203,"allerlei",,ct:20,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:211,,colt:voorschrift_subcategorie,211,"ontsluiting",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:212,,colt:voorschrift_subcategorie,212,"langzaam verkeer",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:213,,colt:voorschrift_subcategorie,213,"buffers",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:214,,colt:voorschrift_subcategorie,214,"bouwlijnen",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:215,,colt:voorschrift_subcategorie,215,"lokale wegenis",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:216,,colt:voorschrift_subcategorie,216,"waterinfrastructuur",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:217,,colt:voorschrift_subcategorie,217,"spoorinfrastructuur",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:218,,colt:voorschrift_subcategorie,218,"historische verbinding",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:219,,colt:voorschrift_subcategorie,219,"natuurcorridors",,ct:21,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:221,,colt:voorschrift_subcategorie,221,"wegeninfrastructuur",,ct:22,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:222,,colt:voorschrift_subcategorie,222,"spoorinfratructuur",,ct:22,,,,,,,,,,,,,,,,,,,,,,
skos:Concept,ct:999,,colt:voorschrift_subcategorie,999,"annotaties",,ct:99,,,,,,,,,,,,,,,,,,,,,,
